Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20
4.084297761192699,33.6655891802386,2.1204153159735144,50.56746955543136,-2.8674104773798486,5.903163247942322,3.871979239318972,5.176480676207483,15.516218543333974,38.94438624641465,86.42751885185112,31.151007370990488,33.53215169202135,41.65531865209771,8.485770782622293,382.12986964403945,8.564975968685129,8.37804649487153,0.013772967619034605,13.922619215114471
5.183170224401314,27.5044332346743,6.947430497274014,59.64408002732776,-0.9180114402273513,0.6573949463810811,7.427472002193672,5.10960685572991,19.400172743022722,53.255221400676774,104.71172559450525,22.61248442815431,40.16685241543219,36.323856524288935,13.30889631912637,381.3524596592436,1.983105457344205,5.182214534693925,0.00779680533211955,15.411309600714157
9.231503356874603,22.05376594381333,8.041608667693144,68.35965575563583,3.4764059124004936,-4.68523916016145,-1.0381184359252318,0.621625561823184,14.844022875558977,32.5643184258058,83.43124946565734,30.310905280081325,32.3150096058925,50.924331363206534,14.12678525817584,149.62939030475138,5.906187993116775,17.32834399910191,0.016380187181428352,32.2365447527436
14.578055918181654,44.31482232816989,13.249128520279,78.20576633149838,-3.689896905646852,2.1936593754179197,3.609914001313205,5.883913783802806,18.76505278688982,45.59960070578624,77.76385209137123,32.60687909997934,40.96642208051535,37.48887154632296,14.641216793125153,159.67850761629867,2.955958996990968,17.207916959355103,0.032743592984492996,44.24657987009244
9.309502961306327,41.82700101347284,-0.9786935548871487,53.56299039663934,0.7680229975760591,1.4826121332616262,3.3339221082437294,2.776257389723614,13.446444612800327,55.57327142247118,77.63266963570996,38.942093627855066,36.7616638896971,39.19137912355091,18.731625045116353,380.8800148744398,12.017770104420833,14.315184884478034,3.179325859544284,13.060865176472138
0.9109991024441482,40.47619961156685,3.1263267289515637,67.62181063718272,1.1649598311281144,0.8715569817305571,10.683036423898423,4.423084881990692,6.999938304609457,38.64566234750259,89.13146377771403,29.281379998025812,30.096971700772368,40.84644494651105,15.830203395483965,220.8546150489995,13.81624738308504,17.80570475807203,0.0493952248196825,46.24520131620488
13.231701288431307,42.20789043879723,7.696122825395849,60.94761300907062,4.165972227465476,4.739019980462937,10.624381067448809,0.8425495709554851,6.2281410229896395,47.53748900329092,98.95446827024773,25.911461633347773,32.54966128897535,43.594374532534744,12.258946605979045,206.3549859143004,10.630517472651956,10.659138092867378,-4.5812558852657155,14.739395849569801
12.41229193136058,41.80548060355152,5.674537449280529,77.65010922152642,1.1682193579727222,2.512410233073693,9.27743665356876,-0.41262559120890574,15.276258586535727,45.990659157643705,89.81935559831902,38.12593804097355,32.631575832313146,38.292920457422454,16.490502228050385,359.3256275326971,5.216736378743591,8.465729137152488,0.04917551102790906,39.60536773997781
15.087032250840055,44.94017654805919,19.25668972432024,50.00699888564957,7.36179722259555,2.7303718518867335,3.281710667582139,0.17929010711895155,15.213019126961218,56.50628515042054,100.6650254376155,33.098974940258415,27.684435676078458,49.757396476371525,9.799377253985682,161.3838558536485,6.120545840538544,16.608291735656763,0.043039105093736485,22.638989166565402
6.3370160087383995,25.615473380955684,2.588562235655874,75.3927959469977,-1.2319905064445016,0.21612066060778698,3.7850763497436684,4.963165990361289,11.792140862644999,39.71785966276001,102.52040363684057,23.021948681257978,34.45624316319757,37.73648632379859,15.85391690553338,148.52580742620023,13.597601526556549,12.398632156197644,3.415581497481101,31.883036182819676
15.072003554143349,16.495416895098632,5.879931642611436,77.70939944748868,2.3645141810704473,1.9143412368320685,5.532381226667017,4.570197816910845,14.493488595192629,42.52764291574694,89.46780449660206,37.63778784787883,31.29477249673452,49.493744897802465,20.77417114421478,359.7525570393696,7.593502720077205,6.731066180257023,-0.9601045706711137,44.421439207258615
